Lat,Lng,Count
43.64,-122.17,3
41.85,-88.01,3
26.71,-80.12,3
42.2,-71.09,3
41.47,-81.9,3
38.74,-104.75,3
39.03,-94.25,3
43.38,-124.29,3
42.16,-121.86,3
44.82,-91.45,3
38.45,-90.38,3
34.38,-83.25,3
42.26,-73.75,3
40.88,-74.21,3
37.86,-76.28,3
45.8,-120.02,3
41.8,-72.61,3
33.04,-117.28,3
33.95,-84.36,3
42.66,-71.19,3
43.54,-111.97,3
36.69,-76.9,3
42.97,-83.73,3
44.97,-93.38,3
44.9,-93.13,3
42.68,-84.26,3
47.88,-122.23,3
39.42,-76.67,3
38.3,-85.75,3
28.57,-81.19,3
38.81,-76.91,3
36.06,-80.18,3
41.07,-75.7,3
38.42,-76.7,3
30.3,-97.72,3
35.08,-89.9,3
45.35,-118.19,3
40.36,-79.77,3
37.95,-122.06,3
43.77,-70.2,3
40.95,-81.74,3
45.73,-122.66,3
41.79,-71.5,3
35.82,-78.71,3
42.04,-83.33,3
40.23,-77.13,3
47.87,-122.64,3
45.47,-123.84,3
39.96,-82.53,3
32.27,-81.08,3
40.25,-111.66,3
44.62,-124.06,3
39.65,-84.15,3
46.03,-122.89,3
44.29,-120.88,3
42.69,-73.84,3
33.57,-84.54,3
41.7,-111.86,3
25.78,-80.17,3
43.34,-71.91,3
44.77,-120.97,3
32.98,-96.72,3
39.7,-77.74,3
34.86,-81.01,3
28.09,-82.75,3
42.04,-111.81,3
45.84,-119.69,3
43.73,-122.42,3
38.01,-78.51,3
28.16,-82.54,3
44.78,-123.04,3
42.7,-123.38,3
46.08,-123.92,3
39.88,-104.88,3
43.29,-123.18,3
43.59,-123.25,3
42.6,-124.4,3
45.04,-123.95,3
43.33,-124.2,3
43.39,-123.34,3
44.72,-121.19,3
33.03,-117.08,3
34.0,-117.4,3
33.99,-118.35,3
42.31,-87.86,3
41.27,-73.81,3
28.19,-82.54,3
47.2,-122.25,3
44.53,-123.06,3
44.17,-117.13,3
32.79,-97.06,3
41.75,-88.06,3
29.61,-98.6,3
29.92,-95.2,3
38.5,-121.39,3
45.91,-123.88,3
41.29,-73.68,3
44.47,-124.08,3
40.03,-111.52,3
41.57,-72.91,3
40.11,-75.2,3
34.72,-86.63,3
45.13,-121.59,3
33.78,-78.99,3
44.72,-121.22,3
32.67,-97.3,3
40.71,-111.95,3
27.96,-82.41,3
27.2,-82.44,3
33.19,-97.13,3
29.45,-98.63,3
47.5,-122.3,3
47.15,-122.51,3
45.31,-123.0,3
37.71,-113.07,3
38.53,-121.52,3
34.01,-84.57,3
38.62,-122.66,3
41.42,-112.05,3
33.46,-112.36,3
38.07,-104.71,3
27.76,-80.55,3
36.64,-82.74,3
37.99,-122.29,3
30.4,-91.5,3
33.7,-84.46,3
33.08,-117.07,3
37.71,-121.56,3
37.72,-121.54,3
39.59,-106.25,3
41.51,-88.09,3
41.01,-87.27,3
40.0,-111.76,3
33.08,-97.03,3
38.61,-104.69,3
39.72,-75.15,3
46.19,-123.79,3
44.03,-123.58,3
32.71,-96.76,3
31.78,-81.38,3
42.37,-71.06,3
32.7,-97.32,3
38.77,-120.45,3
38.42,-82.29,3
43.49,-124.22,3
42.75,-123.36,3
35.19,-84.89,3
30.33,-81.76,3
43.3,-121.76,3
34.57,-84.95,3
43.49,-123.48,3
41.83,-71.43,3
42.22,-83.66,3
42.96,-71.48,3
45.0,-123.9,3
34.66,-86.57,3
42.39,-122.39,3
30.01,-90.21,3
42.07,-84.09,3
32.64,-111.39,3
34.87,-110.16,3
39.73,-86.22,3
42.72,-84.66,3
31.77,-106.37,3
40.81,-73.49,3
41.41,-112.05,3
26.12,-80.18,3
37.26,-113.29,3
47.55,-122.34,3
40.72,-74.14,3
40.5,-80.01,3
36.98,-121.89,3
39.08,-84.71,3
46.09,-122.93,3
32.67,-97.38,3
45.04,-92.88,3
32.72,-96.91,3
42.9,-73.78,3
39.55,-74.74,3
45.31,-121.81,3
44.41,-122.61,3
36.07,-83.38,3
28.65,-81.24,3
37.62,-122.4,3
34.03,-118.35,3
33.89,-117.56,3
45.02,-123.43,3
38.43,-88.95,3
38.65,-121.35,3
44.7,-122.07,3
42.31,-88.0,3
47.54,-122.34,3
45.05,-123.49,3
41.22,-73.08,3
39.93,-86.34,3
45.51,-122.77,3
25.65,-80.39,3
43.56,-119.88,3
38.14,-121.26,3
40.43,-111.49,3
33.16,-84.04,3
39.03,-84.53,3
40.25,-74.56,3
37.67,-77.45,3
39.49,-77.53,3
30.21,-81.58,3
41.15,-73.25,3
26.62,-81.8,3
28.14,-81.9,3
33.58,-84.37,3
48.83,-122.49,3
35.04,-90.78,3
38.05,-78.76,3
35.04,-80.85,3
39.82,-75.25,3
35.6,-78.56,3
46.0,-118.98,3
35.04,-81.82,3
44.46,-69.71,3
40.76,-73.98,3
29.79,-95.7,3
39.86,-84.2,3
39.74,-84.1,3
40.72,-73.4,3
28.46,-80.82,3
43.61,-84.56,3
37.56,-77.45,3
39.17,-75.92,3
38.0,-78.34,3
25.29,-80.38,3
38.01,-78.47,3
39.43,-75.04,3
34.25,-84.47,3
41.25,-73.0,3
35.02,-85.25,3
28.25,-81.33,3
28.09,-82.74,3
41.72,-72.79,3
34.19,-118.45,3
38.34,-81.66,3
37.59,-121.88,3
40.81,-74.14,3
41.1,-73.43,3
45.04,-93.1,3
38.88,-76.98,3
43.65,-123.52,3
27.46,-82.56,3
45.37,-122.6,3
31.35,-83.49,3
31.21,-83.46,3
27.77,-82.64,3
32.4,-90.15,3
37.22,-76.6,3
40.64,-74.65,3
45.08,-93.4,3
37.66,-77.66,3
36.06,-78.79,3
39.89,-79.71,3
44.95,-92.9,3
42.97,-71.48,3
45.7,-120.37,3
43.3,-123.35,3
34.18,-118.13,3
29.8,-82.51,3
42.37,-121.82,3
45.71,-120.69,3
38.11,-121.26,3
48.19,-122.2,3
38.62,-121.54,3
40.56,-74.26,3
36.85,-76.0,3
30.32,-81.71,3
40.71,-73.57,3
44.96,-92.77,3
40.9,-74.12,3
45.78,-120.06,3
43.65,-121.52,3
39.35,-76.49,3
41.49,-81.67,3
31.53,-85.72,3
29.71,-95.25,3
45.05,-123.79,3
42.96,-123.8,3
33.63,-84.45,3
29.79,-95.77,3
30.0,-95.58,3
39.12,-76.99,3
34.78,-92.39,3
35.86,-78.64,3
26.0,-80.34,3
38.94,-109.82,3
28.95,-80.95,3
45.64,-121.95,3
39.06,-77.46,3
25.5,-80.42,3
36.07,-79.27,3
34.32,-112.12,3
44.04,-124.1,3
43.53,-123.31,3
39.19,-76.76,3
48.19,-122.19,3
36.09,-79.77,3
47.66,-122.31,3
32.81,-117.22,3
32.81,-97.05,3
44.96,-93.27,3
40.0,-81.58,3
28.41,-81.23,3
42.48,-88.1,3
28.18,-81.74,3
41.95,-88.21,3
40.91,-74.56,3
41.06,-111.91,3
42.64,-73.57,3
45.38,-122.63,3
40.62,-111.86,3
36.67,-121.76,3
44.12,-117.37,3
41.58,-87.62,3
42.72,-84.6,3
30.44,-91.2,3
36.34,-78.41,3
35.2,-80.92,3
32.86,-96.67,3
37.73,-113.05,3
39.74,-105.52,3
33.67,-112.22,3
32.81,-80.04,3
39.59,-86.58,3
40.28,-111.22,3
44.57,-123.15,3
36.95,-76.26,3
29.81,-98.75,3
44.86,-117.9,3
45.77,-119.26,3
39.03,-85.89,3
30.05,-95.65,3
38.84,-104.39,3
40.46,-88.97,3
33.62,-84.3,3
27.96,-82.73,3
39.8,-108.77,3
39.0,-76.89,3
42.26,-121.81,3
30.11,-97.81,3
43.75,-123.11,3
33.73,-117.39,3
33.44,-112.04,3
38.41,-105.58,3
38.36,-76.98,3
38.89,-104.83,3
40.28,-104.98,3
34.05,-118.17,3
34.06,-117.17,3
45.93,-122.84,3
34.41,-118.57,3
43.06,-76.09,3
33.6,-92.14,3
40.16,-104.98,3
33.61,-112.3,3
38.55,-106.27,3
42.17,-121.8,3
38.55,-106.29,3
32.78,-96.8,3
42.01,-87.77,3
29.39,-94.98,3
34.48,-83.03,3
35.09,-89.87,3
41.81,-88.19,3
42.04,-87.84,3
42.95,-78.76,3
33.58,-117.63,3
41.66,-88.12,3
39.36,-85.94,3
41.95,-88.15,3
33.44,-111.87,3
40.82,-74.44,3
45.71,-121.5,3
39.34,-110.94,3
38.28,-104.5,3
39.15,-108.31,3
43.89,-103.43,3
33.43,-112.03,3
41.65,-93.58,3
36.23,-86.83,3
39.62,-105.23,3
39.76,-105.57,3
42.88,-117.48,3
44.87,-117.82,3
40.53,-111.9,3
43.75,-121.46,3
45.87,-122.82,3
38.67,-90.61,3
42.17,-121.74,3
42.58,-122.82,3
45.44,-118.37,3
33.39,-111.91,3
44.13,-122.51,3
45.7,-121.83,3
42.43,-123.18,3
35.08,-90.07,3
29.64,-98.46,3
29.6,-98.45,3
39.05,-112.29,3
33.94,-118.02,3
27.14,-82.41,3
47.27,-122.26,3
44.3,-120.83,3
40.7,-111.86,3
45.25,-122.94,3
44.63,-123.96,3
25.48,-80.44,3
39.81,-104.94,3
37.53,-122.36,3
25.56,-80.36,3
26.47,-81.43,3
41.06,-111.97,3
39.67,-104.83,3
32.94,-83.78,3
33.85,-118.32,3
42.03,-122.6,3
40.39,-111.83,3
36.05,-95.97,3
40.68,-112.02,3
33.98,-118.44,3
43.09,-122.12,3
32.67,-97.31,3
40.35,-104.98,3
43.0,-78.82,3
40.73,-111.87,3
34.79,-82.39,3
42.7,-123.37,3
44.0,-123.01,3
44.3,-120.81,3
47.29,-122.56,3
30.5,-84.26,3
47.54,-122.27,3
44.77,-93.22,3
41.75,-87.59,3
44.56,-123.08,3
32.84,-97.11,3
39.14,-76.69,3
39.37,-86.48,3
42.75,-124.5,3
35.23,-80.91,3
33.0,-80.1,3
43.7,-123.2,3
41.81,-87.59,3
34.79,-82.28,3
33.29,-84.34,3
30.2,-81.75,3
37.76,-77.14,3
42.73,-84.53,3
38.22,-122.61,3
39.17,-89.68,3
36.67,-119.73,3
41.86,-87.99,3
32.86,-117.11,3
38.3,-122.49,3
36.77,-76.27,3
36.78,-76.37,3
35.42,-78.53,3
42.22,-87.99,3
37.27,-89.16,3
45.72,-118.65,3
27.72,-82.68,3
40.81,-73.2,3
40.92,-73.86,3
34.37,-83.26,3
36.33,-86.92,3
39.92,-86.23,3
39.43,-77.49,3
44.82,-122.8,3
32.37,-86.28,3
30.08,-90.41,3
43.06,-76.05,3
41.53,-73.91,3
28.21,-82.68,3
30.12,-82.65,3
34.5,-117.78,3
34.07,-117.51,3
42.27,-85.43,3
41.97,-87.71,3
45.77,-123.94,3
30.24,-93.2,3
42.15,-86.37,3
45.62,-123.39,3
41.79,-87.58,3
38.95,-94.53,3
39.05,-84.55,3
42.86,-78.7,3
39.8,-75.55,3
32.07,-81.13,3
46.04,-123.91,3
30.21,-81.76,3
33.17,-117.11,3
27.33,-82.45,3
33.0,-80.67,3
40.87,-73.45,3
34.47,-89.01,3
42.74,-84.73,3
43.48,-121.69,3
43.32,-70.61,3
36.08,-79.08,3
42.96,-87.97,3
40.65,-73.87,3
44.87,-120.93,3
33.84,-84.38,3
38.39,-75.11,3
25.98,-80.25,3
45.79,-119.37,3
37.61,-77.36,3
41.88,-72.27,3
43.24,-117.04,3
38.44,-122.69,3
40.2,-74.71,3
45.09,-123.4,3
41.01,-73.71,3
32.66,-97.2,3
37.71,-122.46,3
37.54,-120.9,3
38.88,-121.13,3
37.29,-121.94,3
44.94,-123.05,3
42.34,-88.11,3
42.15,-87.81,3
38.85,-94.83,3
38.67,-121.58,3
43.03,-88.06,3
38.64,-90.4,3
38.57,-121.34,3
42.96,-88.08,3
32.68,-97.03,3
39.77,-104.85,3
29.59,-98.29,3
35.64,-78.83,3
35.17,-80.82,3
39.5,-105.34,3
35.96,-119.05,3
40.6,-111.44,3
40.58,-111.44,3
38.65,-104.7,3
34.07,-117.5,3
35.75,-78.77,3
35.74,-78.65,3
32.65,-96.82,3
25.96,-80.35,3
25.99,-80.34,3
25.63,-80.36,3
42.24,-123.03,3
38.01,-122.23,3
42.99,-123.33,3
43.14,-124.18,3
37.26,-119.7,3
33.75,-117.85,3
43.19,-124.32,3
28.03,-82.13,3
42.36,-71.06,3
38.81,-77.15,3
39.76,-84.2,3
38.86,-77.38,3
39.61,-86.07,3
44.43,-124.07,3
42.48,-122.99,3
43.95,-122.9,3
35.91,-78.87,3
33.65,-117.41,3
35.03,-85.17,3
33.58,-117.13,3
26.99,-82.11,3
29.33,-81.13,3
44.64,-123.14,3
44.85,-120.93,3
27.82,-82.73,3
41.49,-88.2,3
41.48,-88.2,3
39.12,-77.58,3
30.44,-91.21,3
33.91,-118.27,3
33.84,-117.31,3
34.58,-82.69,3
26.06,-80.25,3
27.52,-80.45,3
38.57,-122.83,3
36.76,-76.28,3
42.38,-123.34,3
27.89,-82.75,3
29.1,-81.03,3
36.07,-79.17,3
39.74,-75.69,3
33.77,-117.95,3
41.77,-83.48,3
35.26,-80.86,3
43.65,-70.29,3
35.21,-80.88,3
41.14,-73.28,3
40.98,-73.75,3
40.89,-73.88,3
38.48,-121.42,3
34.76,-92.26,3
45.43,-122.61,3
41.1,-74.03,3
33.92,-118.31,3
43.28,-121.17,3
45.74,-120.63,3
32.17,-81.21,3
37.61,-121.87,3
37.74,-121.54,3
28.58,-81.49,3
44.44,-118.8,3
47.99,-122.89,3
32.42,-83.76,3
42.26,-123.17,3
36.99,-121.99,3
43.04,-71.28,3
32.72,-117.09,3
27.39,-82.56,3
27.4,-82.56,3
39.05,-76.82,3
35.09,-80.94,3
32.96,-117.12,3
39.14,-94.59,3
34.13,-117.65,3
38.62,-121.27,3
45.39,-122.46,3
42.41,-122.97,3
45.89,-122.81,3
47.16,-122.35,3
31.83,-106.42,3
36.63,-111.65,3
41.81,-88.11,3
45.61,-123.23,3
38.34,-104.62,3
38.35,-85.75,3
44.51,-118.28,3
42.0,-87.76,3
40.19,-74.69,3
45.77,-120.08,3
42.01,-87.83,3
45.18,-123.21,3
32.13,-110.99,3
41.91,-87.99,3
45.39,-122.4,3
36.03,-79.8,3
33.74,-84.73,3
34.07,-117.35,3
40.93,-73.85,3
39.66,-79.42,3
39.86,-84.19,3
42.28,-123.62,3
43.13,-77.55,3
35.13,-89.87,3
39.36,-76.52,3
42.85,-123.25,3
42.98,-88.04,3
41.59,-88.17,3
35.44,-80.65,3
35.15,-90.02,3
40.77,-73.7,3
32.32,-90.16,3
39.43,-108.07,3
42.3,-83.87,3
40.78,-73.96,3
41.28,-73.68,3
42.48,-83.13,3
44.68,-117.65,3
36.32,-119.4,3
29.47,-98.61,3
44.6,-123.06,3
29.78,-95.55,3
37.58,-77.33,3
35.18,-80.8,3
42.11,-75.91,3
45.57,-122.63,3
40.55,-85.55,3
38.23,-122.58,3
40.75,-74.0,3
33.41,-111.72,3
42.68,-73.84,3
36.99,-76.43,3
34.1,-83.81,3
27.1,-82.15,3
34.13,-118.07,3
43.2,-77.57,3
34.84,-81.97,3
39.35,-110.94,3
39.83,-75.0,3
30.15,-89.86,3
40.8,-77.85,3
28.07,-82.3,3
42.95,-123.31,3
25.96,-80.18,3
39.14,-77.2,3
33.62,-83.85,3
32.94,-80.05,3
39.56,-105.07,3
35.3,-80.74,3
39.42,-75.04,3
35.14,-80.83,3
42.15,-121.87,3
35.11,-80.97,3
35.37,-80.84,3
35.22,-80.79,3
30.45,-89.03,3
33.36,-86.85,3
34.76,-86.59,3
30.01,-90.01,3
39.74,-105.16,3
46.84,-122.32,3
45.69,-121.4,3
39.92,-86.11,3
26.85,-81.97,3
39.41,-76.73,3
30.45,-90.96,3
34.02,-81.11,3
39.72,-105.18,3
42.18,-87.93,3
38.01,-122.26,3
39.82,-85.89,3
27.01,-80.21,3
30.11,-81.51,3
38.08,-78.99,3
39.27,-77.5,3
40.23,-76.93,3
43.63,-70.31,3
40.88,-74.13,3
38.54,-90.47,3
37.36,-122.06,3
39.25,-76.58,3
37.62,-121.0,3
39.63,-119.72,3
28.37,-81.43,3
37.16,-111.97,3
45.24,-123.07,3
39.96,-75.18,3
43.16,-124.18,3
45.46,-94.13,3
29.66,-81.67,3
42.41,-122.95,3
47.37,-122.99,3
38.56,-121.51,3
40.85,-73.84,3
41.66,-83.51,3
40.75,-73.99,3
39.88,-87.05,3
45.35,-118.14,3
38.06,-122.23,3
43.08,-85.64,3
45.56,-118.46,3
40.31,-111.7,3
37.82,-122.29,3
33.76,-117.19,3
30.71,-85.94,3
33.67,-112.21,3
45.18,-123.23,3
32.73,-111.52,3
40.12,-104.98,3
36.14,-95.86,3
39.94,-111.14,3
27.91,-82.34,3
40.9,-74.22,3
28.62,-81.39,3
44.28,-88.36,3
34.0,-117.86,3
41.38,-73.08,3
43.48,-83.98,3
42.18,-70.92,3
32.34,-111.01,3
36.99,-104.48,3
42.38,-83.37,3
42.26,-84.62,3
45.95,-122.86,3
40.31,-105.11,3
32.65,-111.39,3
32.45,-93.9,3
39.74,-105.04,3
44.71,-93.43,3
38.37,-90.38,3
37.89,-122.15,3
32.82,-117.12,3
38.98,-93.41,3
42.34,-71.28,3
32.79,-117.15,3
34.02,-117.48,3
34.11,-118.48,3
42.8,-87.95,3
36.93,-120.84,3
33.56,-83.12,3
43.7,-70.26,3
35.93,-86.82,3
42.41,-71.26,3
37.51,-122.12,3
42.75,-84.75,3
40.3,-109.9,3
39.05,-84.46,3
35.12,-80.91,3
37.5,-76.87,3
35.21,-80.67,3
34.27,-118.93,3
37.74,-121.12,3
46.82,-123.07,3
47.84,-122.12,3
33.96,-98.6,3
39.29,-94.68,3
41.25,-74.04,3
32.74,-97.44,3
47.32,-122.24,3
40.73,-74.17,3
38.84,-77.45,3
42.35,-121.98,3
38.92,-77.02,3
44.51,-122.87,3
38.87,-78.53,3
40.74,-73.32,3
45.58,-122.1,3
43.62,-122.07,3
39.74,-105.02,3
42.77,-71.24,3
47.25,-122.26,3
39.7,-79.31,3
41.58,-72.05,3
42.15,-123.65,3
32.66,-97.25,3
40.52,-111.98,3
35.39,-97.54,3
32.84,-97.28,3
29.52,-95.13,3
38.7,-104.83,3
30.44,-85.43,3
37.86,-122.5,3
37.25,-93.35,3
32.79,-96.65,3
33.39,-111.74,3
38.64,-90.35,3
36.08,-111.39,3
44.04,-117.0,3
38.43,-105.03,3
39.98,-111.35,3
47.65,-117.45,3
37.38,-113.25,3
45.7,-120.34,3
47.81,-121.57,3
41.89,-87.97,3
40.05,-111.73,3
39.14,-76.59,3
44.25,-123.22,3
41.26,-112.02,3
42.44,-123.27,3
38.9,-77.93,3
41.47,-81.79,3
37.61,-77.53,3
40.27,-74.51,3
35.22,-80.9,3
39.14,-76.75,3
41.65,-72.67,3
42.95,-120.79,3
38.02,-78.43,3
40.61,-112.29,3
41.02,-74.26,3
37.31,-113.3,3
45.75,-123.96,3
32.8,-79.92,3
28.19,-82.67,3
34.12,-118.24,3
42.18,-88.06,3
36.06,-79.6,3
39.16,-94.64,3
39.61,-112.13,3
38.79,-77.82,3
33.64,-112.36,3
41.33,-72.88,3
40.94,-73.84,3
40.72,-73.53,3
39.76,-85.14,3
38.83,-104.84,3
38.37,-81.61,3
41.69,-83.56,3
29.81,-95.31,3
42.78,-71.26,3
29.93,-95.64,3
42.35,-71.09,3
41.58,-87.65,3
45.04,-93.02,3
35.1,-106.56,3
43.14,-117.05,3
45.6,-122.06,3
36.87,-76.38,3
38.95,-76.76,3
43.15,-77.6,3
40.72,-74.18,3
42.82,-71.29,3
43.41,-83.91,3
27.71,-80.9,3
32.75,-117.2,3
33.87,-118.21,3
28.47,-81.24,3
30.17,-81.6,3
43.79,-70.32,3
42.21,-87.84,3
42.03,-87.81,3
40.37,-79.98,3
41.95,-71.31,3
42.34,-83.09,3
42.9,-84.09,3
34.03,-118.33,3
42.67,-71.19,3
37.78,-121.2,3
41.1,-74.17,3
43.72,-70.25,3
41.16,-112.04,3
39.8,-86.02,3
36.99,-121.5,3
43.13,-89.29,3
33.87,-117.68,3
37.62,-120.98,3
39.39,-120.03,3
45.17,-122.6,3
44.93,-123.07,3
44.05,-123.25,3
41.8,-88.2,3
39.5,-121.46,3
46.17,-123.67,3
43.8,-123.04,3
36.15,-86.84,3
38.71,-121.31,3
44.1,-116.97,3
37.32,-122.19,3
37.95,-121.31,3
38.03,-122.12,3
43.41,-71.6,3
39.45,-119.77,3
41.86,-88.04,3
33.87,-117.26,3
39.72,-74.9,3
25.78,-80.22,3
40.84,-73.89,3
35.28,-80.78,3
39.16,-84.43,3
43.17,-117.04,3
32.87,-80.03,3
39.79,-86.14,3
34.99,-81.97,3
45.87,-123.6,3
34.26,-83.56,3
44.04,-123.54,3
42.35,-83.09,3
28.49,-81.45,3
45.68,-122.55,3
42.29,-83.81,3
44.09,-123.09,3
45.77,-123.32,3
44.61,-123.06,3
42.96,-88.0,3
45.67,-121.24,3
34.33,-118.5,3
42.24,-87.87,3
41.12,-74.15,3
33.39,-111.64,3
40.87,-111.89,3
35.62,-78.54,3
37.86,-121.67,3
44.93,-123.02,3
35.25,-80.86,3
41.19,-73.87,3
35.24,-80.86,3
40.78,-73.01,3
33.98,-78.03,3
41.06,-81.54,3
39.62,-105.09,3
45.38,-123.14,3
41.25,-111.98,3
41.15,-73.82,3
41.54,-73.01,3
43.05,-76.13,3
42.64,-123.39,3
39.18,-94.57,3
42.08,-88.34,3
29.71,-95.22,3
33.48,-112.07,3
41.04,-111.94,3
44.25,-120.94,3
39.7,-105.05,3
35.12,-106.62,3
44.13,-121.32,3
46.02,-122.88,3
40.54,-111.92,3
44.39,-121.19,3
45.42,-122.78,3
33.77,-84.35,3
42.6,-114.45,3
45.43,-118.36,3
29.44,-95.48,3
41.07,-111.71,3
36.14,-86.71,3
38.77,-90.5,3
42.14,-87.89,3
38.26,-85.62,3
42.49,-83.42,3
41.43,-87.32,3
42.92,-87.94,3
47.89,-122.73,3
40.74,-111.66,3
32.58,-83.74,3
33.99,-117.34,3
42.24,-87.96,3
40.69,-111.85,3
40.52,-111.41,3
34.35,-83.31,3
33.29,-80.52,3
32.94,-96.38,3
45.08,-93.29,3
38.49,-121.81,3
39.88,-104.89,3
35.78,-78.57,3
41.85,-122.57,3
35.95,-78.84,3
40.88,-73.92,3
40.72,-74.0,3
40.36,-79.98,3
31.29,-85.47,3
39.59,-111.45,3
41.17,-73.19,3
37.72,-122.14,3
38.89,-121.02,3
45.34,-122.63,3
38.91,-76.94,3
34.72,-92.4,3
35.14,-80.88,3
44.45,-118.76,3
38.57,-121.5,3
35.21,-80.81,3
42.91,-73.68,3
41.07,-73.8,3
32.72,-96.7,3
37.12,-121.98,3
32.29,-90.22,3
48.02,-122.83,3
47.56,-122.09,3
32.33,-86.33,3
33.39,-111.68,3
34.77,-118.77,3
42.44,-83.75,3
41.87,-71.52,3
33.95,-81.09,3
41.33,-112.03,3
43.69,-70.26,3
35.13,-80.37,3
33.01,-111.76,3
45.73,-123.25,3
33.66,-111.91,3
43.78,-70.2,3
43.36,-124.21,3
28.36,-81.48,3
47.61,-122.63,3
45.54,-122.4,3
44.05,-123.4,3
45.15,-122.83,3
33.89,-117.5,3
45.61,-123.46,3
40.64,-73.74,3
43.17,-123.37,3
45.36,-122.6,3
42.75,-123.37,3
42.19,-121.8,3
39.28,-76.82,3
39.35,-77.27,3
39.61,-86.49,3
44.98,-124.01,3
30.29,-81.53,3
25.59,-80.38,3
37.39,-79.91,3
45.21,-93.41,3
40.71,-73.99,3
45.68,-123.92,3
33.47,-84.34,3
42.47,-87.95,3
42.16,-123.65,3
41.73,-86.15,3
30.27,-82.75,3
39.4,-74.52,3
42.33,-71.06,3
40.4,-74.19,3
40.11,-74.7,3
45.63,-121.96,3
40.02,-76.74,3
46.73,-113.67,3
43.58,-119.93,3
37.89,-121.6,3
41.82,-112.42,3
42.52,-123.36,3
35.04,-80.81,3
36.21,-79.9,3
35.5,-80.56,3
35.92,-84.1,3
31.77,-106.38,3
28.32,-82.33,3
26.16,-81.68,3
27.58,-82.58,3
37.53,-122.33,3
41.7,-71.42,3
44.55,-121.17,3
35.07,-81.76,3
43.98,-117.23,3
28.53,-81.4,3
44.27,-121.2,3
28.54,-81.35,3
28.55,-81.63,3
43.18,-123.37,3
30.37,-85.44,3
41.51,-74.2,3
38.57,-121.39,3
42.43,-87.9,3
42.14,-117.75,3
39.19,-94.4,3
39.28,-121.0,3
40.1,-74.14,3
29.44,-95.07,3
41.55,-72.11,3
29.78,-95.99,3
42.91,-85.77,3
40.01,-75.21,3
40.82,-73.08,3
42.47,-83.76,3
40.8,-74.26,3
35.07,-90.01,3
32.95,-97.13,3
35.84,-78.88,3
39.01,-76.49,3
39.97,-110.62,3
39.94,-110.67,3
35.21,-80.7,3
45.7,-121.31,3
27.59,-82.15,3
39.67,-86.1,3
42.62,-71.29,3
44.5,-123.06,3
39.38,-77.4,3
38.68,-77.23,3
38.65,-90.35,3
40.77,-73.78,3
41.58,-87.24,3
39.98,-83.15,3
40.67,-73.74,3
37.96,-121.74,3
36.76,-76.34,3
39.95,-111.54,3
30.31,-85.47,3
35.15,-80.82,3
38.61,-121.38,3
33.83,-84.23,3
42.55,-117.88,3
34.19,-118.18,3
41.92,-87.95,3
34.68,-118.16,3
34.25,-85.46,3
41.86,-88.06,3
36.36,-93.56,3
32.63,-117.1,3
35.6,-119.21,3
44.47,-117.34,3
35.06,-90.02,3
38.67,-90.65,3
35.14,-90.02,3
38.25,-109.38,3
34.78,-92.25,3
33.94,-118.05,3
43.02,-88.04,3
28.47,-81.45,3
40.16,-110.19,3
38.48,-122.73,3
39.75,-111.84,3
33.98,-118.24,3
27.32,-82.53,3
35.83,-78.32,3
44.05,-123.22,3
37.76,-122.15,3
38.29,-121.31,3
40.82,-74.32,3
37.08,-113.58,3
37.65,-112.43,3
29.77,-95.56,3
40.04,-74.84,3
38.36,-81.62,3
38.0,-84.52,3
39.77,-105.61,3
35.01,-78.82,3
40.7,-74.26,3
32.92,-96.9,3
41.88,-87.73,3
41.06,-111.58,3
36.84,-76.21,3
36.88,-76.43,3
42.27,-88.2,3
35.55,-82.82,3
37.52,-77.53,3
38.69,-121.36,3
42.15,-87.86,3
37.7,-122.01,3
34.49,-118.16,3
37.65,-121.63,3
33.46,-112.31,3
42.07,-122.61,3
45.69,-121.84,3
26.05,-80.21,3
45.89,-119.3,3
33.56,-83.5,3
44.72,-121.17,3
41.29,-73.84,3
38.31,-81.57,3
39.87,-105.06,3
32.72,-111.51,3
42.98,-85.59,3
42.47,-122.72,3
33.29,-111.86,3
39.97,-75.13,3
44.03,-121.31,3
37.76,-77.46,3
37.67,-122.13,3
42.23,-87.86,3
40.73,-113.57,3
41.51,-93.57,3
38.4,-75.58,3
38.18,-121.81,3
38.69,-121.35,3
45.04,-122.79,3
42.04,-84.35,3
44.59,-123.43,3
42.0,-83.36,3
42.58,-83.88,3
39.7,-86.15,3
37.94,-121.15,3
44.56,-123.11,3
41.2,-73.19,3
43.3,-123.11,3
35.04,-114.13,3
37.0,-121.72,3
29.37,-98.45,3
30.54,-97.69,3
45.6,-118.51,3
44.48,-122.0,3
45.5,-117.94,3
45.84,-119.72,3
42.15,-122.63,3
40.11,-83.1,3
41.22,-73.26,3
39.74,-105.17,3
38.75,-104.75,3
40.73,-112.19,3
43.2,-117.04,3
28.26,-81.62,3
30.41,-97.67,3
28.82,-81.34,3
26.14,-80.43,3
34.08,-118.7,3
41.49,-81.68,3
41.47,-81.76,3
40.44,-74.25,3
45.27,-123.84,3
41.05,-76.84,3
39.4,-76.67,3
38.84,-104.72,3
38.31,-85.59,3
44.21,-121.22,3
44.64,-123.17,3
40.72,-73.86,3
45.47,-122.7,3
41.51,-88.08,3
28.0,-82.46,3
29.83,-81.38,3
43.98,-73.31,3
35.77,-78.52,3
